,index,Company,TypeName,Inches,OpSys,Price,Resolution,Screen,Cpu Company,Cpu Core,Memory Size,Memory Type,Gpu Company,Weight Range,Ram Size,GHZ Size
384,643,Asus,Gaming,15.6,No OS,101948,1920x1080,IPS Panel,Intel,i7,1TB,HDD,Nvidia,2-3 kg,8,2.8
385,650,Asus,Gaming,17.3,Windows 10,244100,1920x1080,IPS Panel,Intel,i7,512GB,SSD,Nvidia,3-4 kg,32,2.7
386,754,Asus,Notebook,15.6,Windows 10,74119,1366x768,Missing,Intel,i7,256GB,SSD,Intel,2-3 kg,4,2.7
387,775,Asus,2 in 1 Convertible,15.6,Windows 10,73169,1920x1080,Full HD,Intel,i7,2TB,HDD,Nvidia,2-3 kg,12,2.7
388,781,Asus,Gaming,17.3,Windows 10,204943,1920x1080,IPS Panel,Intel,i7,256GB,Hybride,Nvidia,3-4 kg,16,2.6
389,790,Asus,Gaming,15.6,Windows 10,116774,1920x1080,Missing,Intel,i7,128GB,Hybride,Nvidia,2-3 kg,8,2.8
390,836,Asus,Gaming,17.3,Windows 10,210960,1920x1080,Missing,Intel,i7,256GB,Hybride,Nvidia,2-3 kg,16,2.8
391,840,Asus,Gaming,17.3,Windows 10,156890,1920x1080,Missing,Intel,i7,512GB,Hybride,Nvidia,2-3 kg,16,2.6
392,851,Asus,Gaming,15.6,Windows 10,165611,1920x1080,Missing,Intel,i7,128GB,Hybride,Nvidia,2-3 kg,16,2.8
393,854,Asus,Notebook,15.6,Windows 10,68634,1920x1080,IPS Panel,Intel,i7,256GB,SSD,Nvidia,2-3 kg,8,2.7
394,901,Asus,Gaming,17.3,Windows 10,111541,1920x1080,IPS Panel,Intel,i7,256GB,SSD,Nvidia,3-4 kg,32,2.7
395,974,Asus,Gaming,17.3,Windows 10,178771,1920x1080,Missing,Intel,i7,256GB,Hybride,Nvidia,2-3 kg,16,2.8
396,977,Asus,2 in 1 Convertible,15.6,Windows 10,156890,3840x2160,4K Ultra,Intel,i7,512GB,Hybride,Nvidia,2-3 kg,16,2.7
397,979,Asus,Gaming,17.3,Windows 10,152530,1920x1080,Missing,Intel,i7,256GB,Hybride,Nvidia,2-3 kg,16,2.8
398,998,Asus,Gaming,15.6,Windows 10,156890,1920x1080,Missing,Intel,i7,256GB,Hybride,Nvidia,2-3 kg,16,2.8
399,1061,Asus,Gaming,17.3,No OS,87035,1920x1080,IPS Panel,Intel,i7,1TB,HDD,Nvidia,3-4 kg,16,2.6
400,1066,Asus,Gaming,17.3,Windows 10,346659,1920x1080,IPS Panel,Intel,i7,1TB,SSD,Nvidia,3-4 kg,64,2.7
401,1092,Asus,Gaming,17.3,Windows 10,139448,1920x1080,IPS Panel,Intel,i7,256GB,Hybride,Nvidia,2-3 kg,8,2.8
402,1099,Asus,Gaming,17.3,Windows 10,200495,1920x1080,IPS Panel,Intel,i7,128GB,Hybride,Nvidia,3-4 kg,16,2.6
403,1109,Asus,Gaming,15.6,Windows 10,116774,1920x1080,IPS Panel,Intel,i7,128GB,Hybride,Nvidia,2-3 kg,16,2.6
404,1119,Asus,Gaming,17.3,Windows 10,114462,1920x1080,Missing,Intel,i7,128GB,Hybride,Nvidia,3-4 kg,8,2.6
405,1185,Asus,Gaming,15.6,Windows 10,79273,1920x1080,IPS Panel,Intel,i7,256GB,Hybride,Nvidia,2-3 kg,8,2.6
406,1197,Asus,Gaming,17.3,Windows 10,187501,1920x1080,IPS Panel,Intel,i7,512GB,Hybride,Nvidia,3-4 kg,16,2.6
407,1204,Asus,Gaming,15.6,Windows 10,101948,1920x1080,Missing,Intel,i7,1TB,HDD,Nvidia,2-3 kg,8,2.6
408,1209,Asus,Gaming,15.6,Windows 10,213577,1920x1080,Missing,Intel,i7,256GB,Hybride,Nvidia,2-3 kg,16,2.8
409,1211,Asus,Notebook,15.6,Windows 10,152530,1920x1080,Missing,Intel,i7,128GB,Hybride,Nvidia,2-3 kg,16,2.8
410,1214,Asus,Gaming,17.3,Windows 10,169972,1920x1080,Missing,Intel,i7,256GB,Hybride,Nvidia,2-3 kg,16,2.8
411,1241,Asus,Ultrabook,13.3,Windows 10,111628,1920x1080,Missing,Intel,i7,256GB,SSD,Intel,1-2 kg,8,2.5
412,1245,Asus,Gaming,15.6,Windows 10,139536,1920x1080,IPS Panel,Intel,i7,256GB,Hybride,Nvidia,2-3 kg,16,2.8
413,1247,Asus,Gaming,15.6,Windows 10,202763,1920x1080,IPS Panel,Intel,i7,256GB,Hybride,Nvidia,2-3 kg,16,2.6
414,1256,Asus,Gaming,17.3,Windows 10,165699,1920x1080,IPS Panel,Intel,i7,128GB,Hybride,Nvidia,3-4 kg,16,2.6
415,1269,Asus,Notebook,15.6,Windows 10,62819,1366x768,Missing,Intel,i7,500GB,HDD,Nvidia,2-3 kg,4,2.5
416,1283,Asus,Notebook,15.6,Windows 10,62819,1366x768,Missing,Intel,i7,500GB,HDD,Nvidia,2-3 kg,4,2.5
417,1297,Asus,Notebook,15.6,Windows 10,62819,1366x768,Missing,Intel,i7,500GB,HDD,Nvidia,2-3 kg,4,2.5
418,51,Acer,Notebook,15.6,Windows 10,73343,1920x1080,IPS Panel,Intel,i7,256GB,SSD,Nvidia,2-3 kg,8,1.8
419,91,Acer,Notebook,15.6,Windows 10,60087,1920x1080,Missing,Intel,i7,1TB,HDD,Nvidia,2-3 kg,8,1.8
420,132,Acer,Ultrabook,14.0,Windows 10,77093,1920x1080,IPS Panel,Intel,i7,256GB,SSD,Intel,1-2 kg,8,1.8
421,202,Acer,Notebook,15.6,Windows 10,64709,1920x1080,Missing,Intel,i7,1TB,HDD,Nvidia,2-3 kg,8,2.7
422,210,Acer,Notebook,15.6,Linux,67936,1920x1080,Missing,Intel,i7,1TB,HDD,Nvidia,2-3 kg,8,2.8
423,225,Acer,Notebook,15.6,Windows 10,72558,1920x1080,Missing,Intel,i7,256GB,SSD,Nvidia,2-3 kg,8,2.7
424,277,Acer,Notebook,15.6,Windows 10,64971,1920x1080,IPS Panel,Intel,i7,1TB,HDD,Nvidia,2-3 kg,8,1.8
425,284,Acer,Notebook,15.6,Windows 10,82936,1920x1080,IPS Panel,Intel,i7,256GB,SSD,Nvidia,3-4 kg,8,1.8
426,285,Acer,Notebook,15.6,Windows 10,57471,1920x1080,IPS Panel,Intel,i7,1TB,HDD,Intel,2-3 kg,12,2.7
427,296,Acer,Notebook,15.6,Linux,85378,1920x1080,Missing,Intel,i7,256GB,SSD,Nvidia,2-3 kg,8,2.8
428,379,Acer,Notebook,15.6,Linux,73779,1920x1080,Missing,Intel,i7,1TB,HDD,Nvidia,2-3 kg,8,2.8
429,403,Acer,Notebook,15.6,Linux,76657,1920x1080,Missing,Intel,i7,256GB,SSD,Nvidia,2-3 kg,8,2.8
430,413,Acer,2 in 1 Convertible,13.3,Windows 10,68809,1920x1080,IPS Panel,Intel,i7,256GB,SSD,Intel,1-2 kg,8,2.5
431,511,Acer,Notebook,15.6,Windows 10,55727,1920x1080,Missing,Intel,i7,500GB,HDD,Nvidia,2-3 kg,4,2.7
432,730,Acer,Gaming,17.3,Windows 10,168751,1920x1080,IPS Panel,Intel,i7,128GB,Hybride,Nvidia,3-4 kg,16,2.6
433,788,Acer,Gaming,17.3,Windows 10,200495,1920x1080,IPS Panel,Intel,i7,256GB,Hybride,Nvidia,3-4 kg,16,2.8
434,1000,Acer,Gaming,15.6,Windows 10,109884,1920x1080,IPS Panel,Intel,i7,128GB,Hybride,Nvidia,2-3 kg,8,2.8
435,1189,Acer,Gaming,17.3,Windows 10,226658,1920x1080,IPS Panel,Intel,i7,256GB,Hybride,Nvidia,3-4 kg,16,2.8
436,1219,Acer,2 in 1 Convertible,14.0,Windows 10,100204,1920x1080,IPS Panel,Intel,i7,256GB,SSD,Intel,1-2 kg,8,1.3
437,58,MSI,Gaming,17.3,Windows 10,213577,1920x1080,Missing,Intel,i7,256GB,Hybride,Nvidia,2-3 kg,16,2.8
438,108,MSI,Gaming,15.6,Windows 10,113285,1920x1080,Missing,Intel,i7,256GB,Hybride,Nvidia,2-3 kg,16,2.8
439,121,MSI,Gaming,15.6,Windows 10,195481,1920x1080,Missing,Intel,i7,256GB,Hybride,Nvidia,1-2 kg,16,2.8
440,148,MSI,Gaming,17.3,Windows 10,176949,1920x1080,Missing,Intel,i7,256GB,Hybride,Nvidia,2-3 kg,16,2.8
441,153,MSI,Gaming,17.3,Windows 10,164826,1920x1080,Missing,Intel,i7,256GB,Hybride,Nvidia,2-3 kg,16,2.8
442,165,MSI,Gaming,15.6,Windows 10,156890,1920x1080,IPS Panel,Intel,i7,256GB,Hybride,Nvidia,2-3 kg,16,2.8
443,177,MSI,Gaming,18.4,Windows 10,244100,1920x1080,Missing,Intel,i7,512GB,Hybride,Nvidia,3-4 kg,32,2.9
444,258,MSI,Gaming,17.3,Windows 10,217937,1920x1080,Missing,Intel,i7,512GB,Hybride,Nvidia,3-4 kg,16,2.8
445,312,MSI,Gaming,15.6,Windows 10,183053,1920x1080,IPS Panel,Intel,i7,256GB,Hybride,Nvidia,2-3 kg,16,2.8
446,330,MSI,Gaming,17.3,Windows 10,104564,1920x1080,Missing,Intel,i7,256GB,Hybride,Nvidia,2-3 kg,8,2.8
447,352,MSI,Gaming,17.3,Windows 10,122878,1920x1080,Missing,Intel,i7,128GB,Hybride,Nvidia,2-3 kg,8,2.8
448,393,MSI,Gaming,17.3,Windows 10,117646,1920x1080,Missing,Intel,i7,256GB,SSD,Nvidia,2-3 kg,8,2.8
449,404,MSI,Gaming,17.3,Windows 10,196135,1920x1080,Missing,Intel,i7,256GB,Hybride,Nvidia,2-3 kg,16,2.8
450,578,MSI,Gaming,17.3,Windows 10,237996,1920x1080,Missing,Intel,i7,512GB,Hybride,Nvidia,3-4 kg,16,2.9
451,585,MSI,Gaming,17.3,Windows 10,204856,1920x1080,Missing,Intel,i7,128GB,Hybride,Nvidia,3-4 kg,16,2.7
452,603,MSI,Gaming,17.3,Windows 10,191774,1920x1080,Missing,Intel,i7,128GB,Hybride,Nvidia,3-4 kg,16,2.7
453,605,MSI,Gaming,15.6,Windows 10,200495,3840x2160,4K Ultra,Intel,i7,256GB,Hybride,Nvidia,1-2 kg,16,2.8
454,618,MSI,Gaming,15.6,Windows 10,197780,1920x1080,Missing,Intel,i7,256GB,Hybride,Nvidia,2-3 kg,16,2.8
455,653,MSI,Gaming,15.6,Windows 10,103936,1920x1080,Missing,Intel,i7,128GB,Hybride,Nvidia,2-3 kg,8,2.8
456,664,MSI,Gaming,17.3,Windows 10,129661,1920x1080,Missing,Intel,i7,128GB,Hybride,Nvidia,2-3 kg,8,2.8
457,675,MSI,Gaming,15.6,Windows 10,112849,1920x1080,Missing,Intel,i7,256GB,Hybride,Nvidia,2-3 kg,16,2.8
458,724,MSI,Gaming,17.3,Windows 10,117600,1920x1080,Missing,Intel,i7,128GB,Hybride,Nvidia,2-3 kg,8,2.8
459,738,MSI,Gaming,15.6,Windows 10,182659,1920x1080,Missing,Intel,i7,256GB,Hybride,Nvidia,1-2 kg,16,2.8
460,785,MSI,Gaming,14.0,Windows 10,164914,1920x1080,IPS Panel,Intel,i7,256GB,Hybride,Nvidia,1-2 kg,16,2.8
461,811,MSI,Gaming,17.3,Windows 10,210612,1920x1080,Missing,Intel,i7,512GB,Hybride,Nvidia,2-3 kg,16,2.8
462,894,MSI,Gaming,17.3,Windows 10,231019,3840x2160,IPS Panel,Intel,i7,512GB,Hybride,Nvidia,2-3 kg,16,2.6
463,917,MSI,Gaming,17.3,Windows 10,139448,1920x1080,Missing,Intel,i7,256GB,Hybride,Nvidia,2-3 kg,16,2.8
464,937,MSI,Gaming,15.6,Windows 10,104564,1920x1080,Missing,Intel,i7,128GB,Hybride,Nvidia,2-3 kg,8,2.8
465,1032,MSI,Gaming,17.3,Windows 10,103936,1920x1080,Missing,Intel,i7,128GB,Hybride,Nvidia,2-3 kg,8,2.8
466,1047,MSI,Gaming,17.3,Windows 10,134795,1920x1080,IPS Panel,Intel,i7,256GB,Hybride,Nvidia,3-4 kg,16,2.7
467,1059,MSI,Gaming,15.6,Windows 10,158634,1920x1080,Missing,Intel,i7,256GB,Hybride,Nvidia,2-3 kg,16,2.6
468,1064,MSI,Gaming,15.6,Windows 10,168228,1920x1080,Missing,Intel,i7,256GB,Hybride,Nvidia,1-2 kg,16,2.6
469,1077,MSI,Gaming,17.3,Windows 10,217937,1920x1080,Missing,Intel,i7,256GB,Hybride,Nvidia,3-4 kg,16,2.8
470,1097,MSI,Gaming,17.3,Windows 10,139448,1920x1080,Missing,Intel,i7,256GB,SSD,Nvidia,2-3 kg,8,2.6
471,1106,MSI,Gaming,17.3,Windows 10,131790,1920x1080,Missing,Intel,i7,128GB,Hybride,Nvidia,2-3 kg,8,2.6
472,1138,MSI,Gaming,17.3,Windows 10,209216,1920x1080,Missing,Intel,i7,256GB,Hybride,Nvidia,3-4 kg,16,2.7
473,1141,MSI,Gaming,15.6,Windows 10,99663,1920x1080,Missing,Intel,i7,128GB,Hybride,Nvidia,2-3 kg,8,2.8
474,1156,MSI,Gaming,17.3,Windows 10,130187,1920x1080,Missing,Intel,i7,256GB,Hybride,Nvidia,2-3 kg,16,2.8
475,1161,MSI,Gaming,14.0,Windows 10,154274,1920x1080,Missing,Intel,i7,256GB,Hybride,Nvidia,1-2 kg,16,2.6
476,1169,MSI,Gaming,15.6,Windows 10,73169,1920x1080,IPS Panel,Intel,i7,1TB,HDD,Nvidia,2-3 kg,8,2.7
477,1178,MSI,Gaming,15.6,Windows 10,187795,1920x1080,Missing,Intel,i7,128GB,Hybride,Nvidia,1-2 kg,16,2.6
478,1199,MSI,Gaming,17.3,Windows 10,178684,1920x1080,Missing,Intel,i7,256GB,Hybride,Nvidia,2-3 kg,16,2.8
479,1212,MSI,Gaming,17.3,Windows 10,169971,1920x1080,IPS Panel,Intel,i7,256GB,Hybride,Nvidia,2-3 kg,16,2.6
480,1221,MSI,Gaming,15.6,Windows 10,128731,1920x1080,Missing,Intel,i7,128GB,Hybride,Nvidia,2-3 kg,8,2.6
481,1229,MSI,Gaming,15.6,Windows 10,100204,1920x1080,Missing,Intel,i7,128GB,Hybride,Nvidia,2-3 kg,8,2.8
482,1233,MSI,Gaming,17.3,Windows 10,139361,1920x1080,Missing,Intel,i7,256GB,Hybride,Nvidia,2-3 kg,16,2.8
483,1238,MSI,Gaming,15.6,Windows 10,101948,1920x1080,Missing,Intel,i7,128GB,Hybride,Nvidia,2-3 kg,8,2.6
484,1259,MSI,Gaming,15.6,Windows 10,107181,1920x1080,Missing,Intel,i7,128GB,Hybride,Nvidia,2-3 kg,8,2.6
485,222,Toshiba,Ultrabook,13.3,Windows 10,118867,1920x1080,Missing,Intel,i7,256GB,SSD,Intel,1-2 kg,8,2.5
486,274,Toshiba,Notebook,15.6,Windows 10,70814,1366x768,Missing,Intel,i7,500GB,HDD,Nvidia,2-3 kg,8,2.5
487,307,Toshiba,Notebook,15.6,Windows 10,90960,1920x1080,IPS Panel,Intel,i7,256GB,SSD,Nvidia,2-3 kg,8,2.5
488,354,Toshiba,Notebook,15.6,Windows 10,122355,1920x1080,IPS Panel,Intel,i7,512GB,SSD,Nvidia,2-3 kg,16,2.5
489,406,Toshiba,Ultrabook,13.3,Windows 10,152355,1920x1080,Missing,Intel,i7,512GB,SSD,Intel,1-2 kg,16,2.5
490,491,Toshiba,Ultrabook,13.3,Windows 10,244100,1920x1080,Full HD,Intel,i7,512GB,SSD,Intel,1-2 kg,32,2.7
491,576,Toshiba,Ultrabook,14.0,Windows 10,162646,1920x1080,Full HD,Intel,i7,512GB,SSD,Intel,1-2 kg,16,2.7
492,606,Toshiba,Notebook,15.6,Windows 10,122006,1920x1080,IPS Panel,Intel,i7,256GB,SSD,Intel,2-3 kg,8,2.5
493,698,Toshiba,Ultrabook,13.3,Windows 10,163693,1920x1080,Full HD,Intel,i7,512GB,SSD,Intel,1-2 kg,16,2.5
494,782,Toshiba,Ultrabook,14.0,Windows 10,153838,1920x1080,IPS Panel,Intel,i7,512GB,SSD,Nvidia,1-2 kg,16,2.6
495,872,Toshiba,Notebook,15.6,Windows 10,121047,1920x1080,IPS Panel,Intel,i7,256GB,SSD,Intel,3-4 kg,8,2.7
496,923,Toshiba,Notebook,15.6,Windows 10,172239,1920x1080,IPS Panel,Intel,i7,256GB,SSD,Nvidia,2-3 kg,16,2.6
497,963,Toshiba,Ultrabook,12.5,Windows 10,156105,1920x1080,Full HD,Intel,i7,512GB,SSD,Intel,1-2 kg,8,2.7
498,1037,Toshiba,Ultrabook,14.0,Windows 10,150437,1920x1080,IPS Panel,Intel,i7,256GB,SSD,Intel,1-2 kg,8,2.6
499,1042,Toshiba,Notebook,15.6,Windows 10,124274,1920x1080,IPS Panel,Intel,i7,256GB,SSD,Nvidia,2-3 kg,16,2.5
500,1118,Toshiba,Ultrabook,13.3,Windows 10,194129,1920x1080,Missing,Intel,i7,512GB,SSD,Intel,1-2 kg,16,2.7
501,3,Apple,Ultrabook,15.4,macOS,221291,2880x1800,IPS Panel,Intel,i7,512GB,SSD,AMD,1-2 kg,16,2.7
502,6,Apple,Ultrabook,15.4,Mac OS X,186626,2880x1800,IPS Panel,Intel,i7,256GB,HDD,Intel,2-3 kg,16,2.2
503,12,Apple,Ultrabook,15.4,macOS,212789,2880x1800,IPS Panel,Intel,i7,256GB,SSD,AMD,1-2 kg,16,2.8
504,17,Apple,Ultrabook,15.4,macOS,249246,2880x1800,IPS Panel,Intel,i7,512GB,SSD,AMD,1-2 kg,16,2.9
505,593,Samsung,Notebook,15.6,Windows 10,148169,1920x1080,Missing,Intel,i7,128GB,Hybride,Nvidia,2-3 kg,16,2.8
506,746,Samsung,Ultrabook,13.3,Windows 10,143809,1920x1080,Missing,Intel,i7,256GB,SSD,Intel,3-4 kg,16,2.7
507,768,Samsung,Ultrabook,13.3,Windows 10,139448,1920x1080,Full HD,Intel,i7,256GB,SSD,Intel,1-2 kg,8,2.7
508,771,Samsung,2 in 1 Convertible,15.0,Windows 10,156890,1920x1080,Full HD,Intel,i7,256GB,SSD,AMD,1-2 kg,16,2.7
509,874,Samsung,Ultrabook,15.0,Windows 10,161251,1920x1080,Missing,Intel,i7,256GB,SSD,Nvidia,1-2 kg,16,2.7
510,892,Samsung,Ultrabook,15.0,Windows 10,148169,1920x1080,Missing,Intel,i7,256GB,SSD,Intel,1-2 kg,8,2.7
511,19,Dell,Ultrabook,13.3,Windows 10,85378,1920x1080,IPS Panel,Intel,i5,128GB,SSD,Intel,1-2 kg,8,1.6
512,23,Dell,2 in 1 Convertible,13.3,Windows 10,71424,1920x1080,Full HD,Intel,i5,256GB,SSD,Intel,1-2 kg,8,1.6
513,27,Dell,Notebook,15.6,Windows 10,69768,1920x1080,Missing,Intel,i5,256GB,SSD,AMD,2-3 kg,8,1.6
514,37,Dell,Notebook,17.3,Windows 10,85378,1920x1080,IPS Panel,Intel,i5,128GB,Hybride,AMD,2-3 kg,8,1.6
515,44,Dell,2 in 1 Convertible,17.3,Windows 10,87122,1920x1080,Full HD,Intel,i5,1TB,HDD,Nvidia,2-3 kg,12,1.6
516,48,Dell,Notebook,15.6,Windows 10,55727,1920x1080,Missing,Intel,i5,256GB,SSD,AMD,2-3 kg,4,2.5
517,61,Dell,Ultrabook,14.0,Windows 10,76657,1920x1080,Missing,Intel,i5,256GB,SSD,Intel,1-2 kg,8,1.6
518,80,Dell,Ultrabook,15.6,Windows 10,95596,1920x1080,IPS Panel,Intel,i5,256GB,SSD,Intel,1-2 kg,8,1.6
519,93,Dell,Gaming,15.6,Windows 10,104215,1920x1080,Missing,Intel,i5,256GB,SSD,Nvidia,2-3 kg,8,2.5
520,102,Dell,Notebook,15.6,Linux,56424,1920x1080,Missing,Intel,i5,1TB,HDD,AMD,2-3 kg,8,1.6
521,114,Dell,Ultrabook,13.3,Windows 10,142065,1920x1080,IPS Panel,Intel,i5,256GB,SSD,Intel,1-2 kg,8,1.6
522,130,Dell,Notebook,15.6,Windows 10,55726,1366x768,Missing,Intel,i5,1TB,HDD,AMD,2-3 kg,8,2.5
523,162,Dell,Notebook,15.6,Windows 10,63488,1920x1080,Missing,Intel,i5,256GB,SSD,AMD,2-3 kg,8,1.6
524,181,Dell,Ultrabook,13.3,Windows 10,122006,1920x1080,Missing,Intel,i5,256GB,SSD,Intel,1-2 kg,8,1.6
525,218,Dell,Ultrabook,14.0,Windows 10,100204,1920x1080,Missing,Intel,i5,256GB,SSD,Intel,1-2 kg,8,1.6
526,220,Dell,Notebook,15.6,Linux,59071,1920x1080,Missing,Intel,i5,256GB,SSD,AMD,2-3 kg,8,1.6
527,233,Dell,Notebook,14.0,Windows 10,74913,1920x1080,Missing,Intel,i5,256GB,SSD,Intel,1-2 kg,8,2.5
528,243,Dell,Gaming,15.6,Windows 10,76657,1920x1080,Missing,Intel,i5,256GB,SSD,Nvidia,2-3 kg,8,2.5
529,255,Dell,Ultrabook,13.3,Windows 10,82762,1920x1080,Missing,Intel,i5,256GB,SSD,Intel,1-2 kg,8,1.6
530,263,Dell,Notebook,15.6,Windows 10,57296,1920x1080,Missing,Intel,i5,1TB,HDD,Intel,2-3 kg,4,2.5
531,264,Dell,Notebook,15.6,Windows 10,49273,1920x1080,Missing,Intel,i5,1TB,HDD,AMD,2-3 kg,8,2.5
532,265,Dell,2 in 1 Convertible,15.6,Windows 10,69680,1920x1080,Full HD,Intel,i5,256GB,SSD,Intel,2-3 kg,8,1.6
533,315,Dell,Notebook,15.6,Windows 10,73605,1920x1080,Missing,Intel,i5,128GB,Hybride,AMD,2-3 kg,8,1.6
534,336,Dell,Ultrabook,15.6,Windows 10,91483,1920x1080,IPS Panel,Intel,i5,128GB,Hybride,Nvidia,1-2 kg,8,1.6
535,339,Dell,Notebook,15.6,Windows 10,99659,1920x1080,Missing,Intel,i5,256GB,SSD,Nvidia,3-4 kg,8,1.6
536,349,Dell,Ultrabook,15.6,Windows 10,57820,1920x1080,Missing,Intel,i5,1TB,HDD,AMD,1-2 kg,8,1.6
537,357,Dell,Gaming,15.6,Windows 10,87122,1920x1080,Missing,Intel,i5,1TB,HDD,Nvidia,2-3 kg,8,2.5
538,358,Dell,Notebook,15.6,Windows 10,48608,1366x768,Missing,Intel,i5,2TB,HDD,Intel,2-3 kg,8,2.5
539,359,Dell,Notebook,14.0,Windows 10,124448,1920x1080,Missing,Intel,i5,256GB,SSD,Intel,1-2 kg,8,2.6
540,366,Dell,Notebook,17.3,Windows 10,94622,1920x1080,Missing,Intel,i5,128GB,Hybride,AMD,2-3 kg,8,1.6
541,387,Dell,Workstation,15.6,Windows 10,119390,1920x1080,Missing,Intel,i5,500GB,HDD,AMD,2-3 kg,8,2.6
542,415,Dell,Notebook,15.6,Linux,52230,1920x1080,Missing,Intel,i5,256GB,SSD,AMD,2-3 kg,4,2.5
543,418,Dell,Notebook,15.6,Windows 10,47089,1366x768,Missing,Intel,i5,1TB,HDD,Intel,2-3 kg,8,2.5
544,441,Dell,Notebook,15.6,Windows 10,65320,1920x1080,Missing,Intel,i5,256GB,SSD,AMD,2-3 kg,4,1.6
545,445,Dell,Notebook,14.0,Windows 10,102820,1920x1080,Missing,Intel,i5,256GB,SSD,Nvidia,1-2 kg,8,2.8
546,467,Dell,Notebook,15.6,Windows 10,66192,1920x1080,Missing,Intel,i5,2TB,HDD,AMD,2-3 kg,8,1.6
547,473,Dell,Ultrabook,13.3,Windows 10,160627,1920x1080,Full HD,Intel,i5,256GB,SSD,Intel,1-2 kg,8,1.6
548,478,Dell,Notebook,15.6,Windows 10,58866,1920x1080,Missing,Intel,i5,1TB,HDD,AMD,2-3 kg,8,1.6
549,510,Dell,Ultrabook,13.3,Windows 10,78401,1920x1080,IPS Panel,Intel,i5,128GB,SSD,Intel,1-2 kg,8,2.5
550,512,Dell,Notebook,15.6,Windows 10,72907,1920x1080,Missing,Intel,i5,1TB,HDD,Intel,2-3 kg,8,2.5
551,522,Dell,Notebook,14.0,Windows 10,111605,1920x1080,Missing,Intel,i5,256GB,SSD,Intel,1-2 kg,8,2.6
552,524,Dell,Notebook,17.3,Linux,77529,1920x1080,IPS Panel,Intel,i5,128GB,Hybride,AMD,2-3 kg,8,1.6
553,528,Dell,Notebook,15.6,Windows 10,51017,1920x1080,Missing,Intel,i5,500GB,HDD,AMD,2-3 kg,4,2.5
554,529,Dell,Notebook,15.6,Windows 10,120088,1920x1080,Missing,Intel,i5,256GB,SSD,Intel,1-2 kg,8,2.8
555,536,Dell,Notebook,15.6,Windows 10,69542,1920x1080,Missing,Intel,i5,256GB,SSD,AMD,2-3 kg,8,1.6
556,551,Dell,Notebook,15.6,Windows 10,97412,1920x1080,Missing,Intel,i5,256GB,SSD,Intel,1-2 kg,8,2.5
557,565,Dell,Ultrabook,13.3,Windows 10,139448,3840x2160,IPS Panel,Intel,i5,128GB,SSD,Intel,1-2 kg,8,1.6
558,566,Dell,Notebook,15.6,Windows 10,83634,1366x768,Missing,Intel,i5,500GB,HDD,Intel,1-2 kg,4,2.6
559,581,Dell,Notebook,15.6,Windows 10,87953,1366x768,Missing,Intel,i5,500GB,HDD,Intel,1-2 kg,8,2.6
560,598,Dell,2 in 1 Convertible,12.5,Windows 10,145640,1920x1080,Full HD,Intel,i5,256GB,SSD,Intel,1-2 kg,8,2.5
561,614,Dell,Notebook,15.6,Linux,75785,1366x768,Missing,Intel,i5,500GB,HDD,Intel,1-2 kg,4,2.6
562,616,Dell,Notebook,15.6,Linux,49622,1920x1080,Missing,Intel,i5,128GB,SSD,AMD,2-3 kg,4,2.5
563,622,Dell,Notebook,15.6,Windows 10,67674,1920x1080,Missing,Intel,i5,1TB,HDD,AMD,2-3 kg,4,1.6
564,636,Dell,Ultrabook,13.3,Windows 10,162995,3200x1800,Quad HD+,Intel,i5,256GB,SSD,Intel,1-2 kg,8,1.6
565,652,Dell,Ultrabook,13.3,Windows 10,126445,1920x1080,Missing,Intel,i5,256GB,SSD,Intel,1-2 kg,8,1.6
566,660,Dell,Notebook,14.0,Windows 10,107181,1920x1080,Missing,Intel,i5,256GB,SSD,Intel,1-2 kg,8,2.4
567,666,Dell,Notebook,15.6,Windows 10,83285,1920x1080,Missing,Intel,i5,1TB,HDD,Intel,2-3 kg,8,2.5
568,682,Dell,Gaming,15.6,Windows 10,178867,1920x1080,Missing,Intel,i5,128GB,Hybride,Nvidia,3-4 kg,16,2.5
569,700,Dell,Gaming,15.6,Windows 10,71424,1920x1080,Missing,Intel,i5,1TB,HDD,Nvidia,2-3 kg,8,2.5
570,705,Dell,Notebook,15.6,Windows 10,69331,1920x1080,Missing,Intel,i5,256GB,SSD,Intel,2-3 kg,8,2.5
571,711,Dell,Notebook,14.0,Linux,94971,1920x1080,Missing,Intel,i5,256GB,SSD,Nvidia,1-2 kg,8,2.8
572,712,Dell,Notebook,15.6,Linux,63314,1920x1080,Missing,Intel,i5,1TB,HDD,Intel,1-2 kg,8,2.5
573,714,Dell,Notebook,15.6,Windows 10,124419,1920x1080,Missing,Intel,i5,512GB,SSD,Intel,1-2 kg,16,2.6
574,716,Dell,Notebook,15.6,Windows 10,102820,1920x1080,Missing,Intel,i5,256GB,SSD,Intel,1-2 kg,8,2.6
575,726,Dell,Notebook,15.6,Windows 10,62703,1920x1080,Missing,Intel,i5,128GB,Hybride,AMD,2-3 kg,8,1.6
576,728,Dell,Notebook,15.6,Linux,51412,1366x768,Missing,Intel,i5,1TB,HDD,AMD,2-3 kg,8,2.5
577,731,Dell,Notebook,15.6,Windows 10,56599,1366x768,Missing,Intel,i5,1TB,HDD,Intel,2-3 kg,12,2.5
578,737,Dell,2 in 1 Convertible,13.3,Windows 10,57471,1920x1080,Full HD,Intel,i5,1TB,HDD,Intel,1-2 kg,8,1.6
